,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
68,NC-IL081-25356,2020-09-22 00:00:00,Documentation Missing,Accept,20H193894,1,WP7478,,,Quality,Yes,Yes,2020-10-02 19:23:06.290000,2020-10-02 00:00:00,1.2,1.2,,Not Specified,Documentation,2020-09-22,C90,Human Error,The Lead on shift was not aware that the tool had been pulled for PM which would require a start-up checklist before starting per GS10000122. There is no trend identified for this failure type and it is likely to be a one-off incident.,CLOSED,Container
69,NC-IL081-25386,2020-09-23 00:00:00,SFF--PPSP-F-Labeling/Print7,Accept,20J09463X,250,8881412012,,,Quality,Yes,Yes,2020-09-30 15:02:00.700000,2020-09-30 00:00:00,78.7,19675.0,Not Found,Not Found,Not Found,2020-09-23,,Bad Printer,The labeler needed to be switched out for it to get repaired. Work order CL-3249190 opened and printer red tagged.,CLOSED,Syringe
70,NC-IL081-25697,2020-10-07 00:00:00,SFF-SPIC-V-Labeling/Print 1,Accept,20J21663X,1085,8881907003,,,Quality,Yes,Yes,2020-10-26 15:01:53.750000,2020-10-26 00:00:00,85.5,92767.5,Lot Number and Expiration Date (where applicable) is incomplete or missing,,,2020-10-07,S7P,Human Error,Human Error,CLOSED,Syringe
71,NC-IL081-25730,2020-10-08 00:00:00,SFF-M-V-Deformation 1,Accept,20J14363X,20000,8881112599,,,Quality,Yes,Yes,2021-01-22 14:40:02.230000,2021-01-22 00:00:00,58.4,1168000.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-10-08,S1B,un-balanced mold cavitation,Mold cavitation reduced causing variation during the filling process,CLOSED,Syringe
72,NC-IL081-25730,2020-10-08 00:00:00,SFF-M-V-Deformation 1,Accept,20J20263X,339980,8881112599,,,Quality,Yes,Yes,2021-01-22 14:40:02.230000,2021-01-22 00:00:00,58.4,19854832.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-10-08,S1B,un-balanced mold cavitation,Mold cavitation reduced causing variation during the filling process,CLOSED,Syringe
73,NC-IL081-25730,2020-10-08 00:00:00,SFF-M-V-Deformation 1,Reject,20J20263X,5620,8881112599,,,Quality,Yes,Yes,2021-01-22 14:40:02.230000,2021-01-22 00:00:00,58.4,328208.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2020-10-08,S1B,un-balanced mold cavitation,Mold cavitation reduced causing variation during the filling process,CLOSED,Syringe
74,NC-IL081-25784,2020-10-09 00:00:00,PR-Process Violation,Accept,20F17463,1,8537SA,,,Quality,Yes,Yes,2020-10-23 16:29:58.437000,2020-10-23 00:00:00,20.0,20.0,,Not Specified,Process,2020-10-09,Shipping,Human Error,Human Error,CLOSED,Container
75,NC-IL081-25794,2020-10-09 00:00:00,SFF-SA-V-Mixed Product 2,Accept,20J020263X,105600,8881112599,,,Quality,Yes,Yes,2020-12-21 17:36:08.917000,2020-12-21 00:00:00,58.4,6167040.0,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-10-09,S1R,Incorrect Setup,Two fiber optics were crossed between amplifiers which gave false readings and increased the risk of missing rubber tips making its way into finished goods.,CLOSED,Syringe
76,NC-IL081-25941,2020-10-14 00:00:00,Visual- Identification not per spec,Accept,20J20463X,17,8881112599,,,Quality,Yes,Yes,2020-10-30 15:05:05.037000,2020-10-30 00:00:00,58.4,992.8,Visual- Identification not per spec,,,2020-10-14,S1P,Packaging & Labeling Processes,Packaging & Labeling Processes,CLOSED,Syringe
77,NC-IL081-25941,2020-10-14 00:00:00,Visual- Identification not per spec,Accept,20K04663X,95,8881112599,,,Quality,Yes,Yes,2020-10-30 15:05:05.037000,2020-10-30 00:00:00,58.4,5548.0,Visual- Identification not per spec,,,2020-10-14,S1P,Packaging & Labeling Processes,Packaging & Labeling Processes,CLOSED,Syringe
78,NC-IL081-26189,2020-10-21 00:00:00,Unapproved Material,Accept,20G14463,7380,8980-,,,Quality,Yes,Yes,2020-10-28 21:25:30.367000,2020-10-28 00:00:00,,,,Not Specified,Process,2020-10-21,C56,Inadequate Procedure,Inadequate Procedure,CLOSED,Container
79,NC-IL081-26212,2020-10-22 00:00:00,SFF-P-V-Ink Rings 1,Accept,19G24963X,1,8881112059,,,Quality,Yes,Yes,2020-11-19 21:13:30.033000,2020-11-19 00:00:00,61.8,61.8,Ink ring present that interferes with graduation line,,,2020-10-22,S7N,Procedure/Method,Procedure/Method,CLOSED,Syringe
80,NC-IL081-26364,2020-10-26 00:00:00,Out of Spec Visual Inspection (Visual Defect),Accept,20F11363,1792,31143699,,,Quality,Yes,Yes,2020-11-12 20:44:45.800000,2020-11-12 00:00:00,45.0,80640.0,,Visual,misc,2020-10-27,C82,Printer Malfunction,Printer Malfunction,CLOSED,Container
81,NC-IL081-26456,2020-10-29 00:00:00,Failure to follow Procedure,Accept,20F11363,15616,31143699,,,Quality,Yes,Yes,2020-10-29 22:02:59.107000,2020-10-29 00:00:00,45.0,702720.0,,Not Specified,Process,2020-10-29,C82,Human Error,Human Error,CLOSED,Container
82,NC-IL081-26672,2020-11-05 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Accept,20K17063X,87000,4502570,,,Quality,Yes,Yes,2021-02-01 22:06:54.437000,2021-02-01 00:00:00,0.1,8700.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2020-11-05,S6A,Plastic caught in gate,"Plastic had gotten caught in the gate on cavity 13, it was sticking out enough to cause the drag mark on the outside of the barrel.",CLOSED,Syringe
83,NC-IL081-26764,2020-11-09 00:00:00,PR-Environmental,Accept,19K17763X,335000,4502570,,,Quality,Yes,Yes,2020-12-15 18:16:31.733000,2020-12-15 00:00:00,0.1,33500.0,Not Found,Not Found,Not Found,2020-11-09,CME,Dirt/Foreign Matter found in/on the product,Dirt/Foreign Matter found in/on the product,CLOSED,Syringe
84,NC-IL081-26764,2020-11-09 00:00:00,PR-Environmental,Accept,19K17863X,335000,4502570,,,Quality,Yes,Yes,2020-12-15 18:16:31.733000,2020-12-15 00:00:00,0.1,33500.0,Not Found,Not Found,Not Found,2020-11-09,CME,Dirt/Foreign Matter found in/on the product,Dirt/Foreign Matter found in/on the product,CLOSED,Syringe
85,NC-IL081-26879,2020-11-12 00:00:00,PR-Parameters out of specification,Accept,20K21463X,335000,4502570,,,Quality,Yes,Yes,2020-12-04 19:05:10.090000,2020-12-04 00:00:00,0.1,33500.0,,Not Specified,Process,2020-11-12,S6B,Human Error,Changes to parameters are manual in nature and without the technician or Cell Tech documenting the change on the PCR. This error could not be driven down to the individual. There is no trend for this type of issue identified.,CLOSED,Syringe
86,NC-IL081-26879,2020-11-12 00:00:00,PR-Parameters out of specification,Accept,20K21363X,60000,4502570,,,Quality,Yes,Yes,2020-12-04 19:05:10.090000,2020-12-04 00:00:00,0.1,6000.0,,Not Specified,Process,2020-11-12,S6B,Human Error,Changes to parameters are manual in nature and without the technician or Cell Tech documenting the change on the PCR. This error could not be driven down to the individual. There is no trend for this type of issue identified.,CLOSED,Syringe
87,NC-IL081-27157,2020-11-20 00:00:00,Label information incorrect,Accept,20H12763,16830,31325410,,,Quality,Yes,Yes,2020-12-22 21:39:44.110000,2020-12-22 00:00:00,9.9,166617.0,,Not Specified,Labeling,2020-11-21,C70,Label Template Design,Label Template Design created double time printed on the overshipper label.,CLOSED,Container
88,NC-IL081-27218,2020-11-23 00:00:00,SFF-SPIC-F-UDI Barcode,Accept,20L11863X,504,8881512878,,,Quality,Yes,Yes,2020-12-02 17:37:57.637000,2020-12-02 00:00:00,102.1,51458.399999999994,UDI Barcode,,,2020-11-23,S2P,Inconsistent Feed,,CLOSED,Syringe
89,NC-IL081-27435,2020-12-02 00:00:00,Visual- Embedded Particulate (not metal),Accept,YL050619-22,1,4101801,"Parker Hannifin Rayco(Wuxi) Technologies Co.,Ltd",,Quality,Yes,Yes,2021-01-12 15:40:31.173000,2021-01-08 00:00:00,0.0,0.0,Visual- Embedded Particulate (not metal),,,2020-12-02,INC,Procedure/Method,"Procedure/Method\n\nRayco determined that the current pest control action may be not strong enough in the mosquito season, which cause the insect have the possibility to contaminate the preform film, was molded in the part",CLOSED,Syringe
90,NC-IL081-27435,2020-12-02 00:00:00,Visual- Embedded Particulate (not metal),Accept,YL090619-011,1,4101801,"Parker Hannifin Rayco(Wuxi) Technologies Co.,Ltd",,Quality,Yes,Yes,2021-01-12 15:40:31.173000,2021-01-08 00:00:00,0.0,0.0,Visual- Embedded Particulate (not metal),,,2020-12-02,INC,Procedure/Method,"Procedure/Method\n\nRayco determined that the current pest control action may be not strong enough in the mosquito season, which cause the insect have the possibility to contaminate the preform film, was molded in the part",CLOSED,Syringe
91,NC-IL081-27435,2020-12-02 00:00:00,Visual- Embedded Particulate (not metal),Accept,YL130619-017,1,4101801,"Parker Hannifin Rayco(Wuxi) Technologies Co.,Ltd",,Quality,Yes,Yes,2021-01-12 15:40:31.173000,2021-01-08 00:00:00,0.0,0.0,Visual- Embedded Particulate (not metal),,,2020-12-02,INC,Procedure/Method,"Procedure/Method\n\nRayco determined that the current pest control action may be not strong enough in the mosquito season, which cause the insect have the possibility to contaminate the preform film, was molded in the part",CLOSED,Syringe
92,NC-IL081-27486,2020-12-05 00:00:00,CFF-V-Short,Accept,20H18863,120,8836SA,,,Quality,Yes,Yes,2020-12-30 16:43:56.603000,2020-12-30 00:00:00,19.4,2328.0,Part is not completely formed; Missing plastic,Visual,Molding,2020-12-05,C37,Shot Size,,CLOSED,Container
93,NC-IL081-27486,2020-12-05 00:00:00,CFF-V-Short,Accept,20J194374,734,WP8836P,,,Quality,Yes,Yes,2020-12-30 16:43:56.603000,2020-12-30 00:00:00,6.1,4477.4,Part is not completely formed; Missing plastic,Visual,Molding,2020-12-05,C37,Shot Size,,CLOSED,Container
94,NC-IL081-27486,2020-12-05 00:00:00,CFF-V-Short,Reject,20H18863,50,8836SA,,,Quality,Yes,Yes,2020-12-30 16:43:56.603000,2020-12-30 00:00:00,19.4,969.9999999999999,Part is not completely formed; Missing plastic,Visual,Molding,2020-12-05,C37,Shot Size,,CLOSED,Container
95,NC-IL081-27486,2020-12-05 00:00:00,CFF-V-Short,Reject,20J194374,606,WP8836P,,,Quality,Yes,Yes,2020-12-30 16:43:56.603000,2020-12-30 00:00:00,6.1,3696.6,Part is not completely formed; Missing plastic,Visual,Molding,2020-12-05,C37,Shot Size,,CLOSED,Container
96,NC-IL081-27680,2020-12-14 00:00:00,SFF-SA-V-Mixed Product 2,Accept,20E07963X,1,6492739,,,Quality,Yes,Yes,2021-01-12 21:48:50.050000,2021-01-12 00:00:00,121.4,121.4,Mixed Product Type 2/3: Incomplete or incorrect assembly of product,,,2020-12-14,S7R,Machine Failure,Machine Failure,CLOSED,Syringe
97,NC-IL081-27720,2020-12-15 00:00:00,Procedural- Suspect Material,Accept,20E15-1-12,4320000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2020-12-16 21:05:05.520000,2020-12-16 00:00:00,0.0,0.0,Procedural- Suspect Material,,,2020-12-15,INC,PR-Not Applicable,Not Applicable-MEDMFGPR\n\nIt has been confirmed that no actual nonconformance exists.  SmartSolve NCR record exists to document investigation,CLOSED,Syringe
98,NC-IL081-27720,2020-12-15 00:00:00,Procedural- Suspect Material,Accept,20F19-7-12,2160000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2020-12-16 21:05:05.520000,2020-12-16 00:00:00,0.0,0.0,Procedural- Suspect Material,,,2020-12-15,INC,PR-Not Applicable,Not Applicable-MEDMFGPR\n\nIt has been confirmed that no actual nonconformance exists.  SmartSolve NCR record exists to document investigation,CLOSED,Syringe
99,NC-IL081-28217,2021-01-07 00:00:00,SFF-SA-V-Mixed Product 1,Accept,20M18763X,26400,6492739,,,Quality,Yes,Yes,2021-01-08 19:57:02.913000,2021-01-08 00:00:00,121.4,3204960.0,Mixed Product Type 1: Incorrect or mixed product,,,2021-01-07,S2P,Human Error,The employee in the tip tumbler did not place the rubber tips inside the correct color tote by accident because they were working on autopilot.,CLOSED,Syringe
100,NC-IL081-28232,2021-01-07 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Accept,20M18763X,6400,6492739,,,Quality,Yes,Yes,2021-01-11 14:44:19.103000,2021-01-11 00:00:00,121.4,776960.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2021-01-08,S2B,Machine Failure,Machine Failure,CLOSED,Syringe
101,NC-IL081-28406,2021-01-13 00:00:00,CFF-V-Label Verification and Barcode Verification 2,Accept,20K07363,4050,31144010,,,Quality,Yes,Yes,2021-01-15 17:52:29.920000,2021-01-15 00:00:00,76.5,309825.0,BH - Bad/Missing label print,Visual,Labeling,2021-01-13,C82,Incorrect Roll Alignment,Incorrect Roll Alignment- Improper threading of ribbon causes wrinkles which does not allow for consistent ink transfer to label.,CLOSED,Container
102,NC-IL081-28498,2021-01-16 00:00:00,CFF-F-WELDING,Accept,20H25163,2090,8536SA,,,Quality,Yes,Yes,2021-02-05 22:53:02.503000,2021-02-05 00:00:00,20.0,41800.0,,Functional,Welding,2021-01-16,C46,Procedures:  UnClear,,CLOSED,Container
103,NC-IL081-28498,2021-01-16 00:00:00,CFF-F-WELDING,Accept,20K15163,4320,8537SA,,,Quality,Yes,Yes,2021-02-05 22:53:02.503000,2021-02-05 00:00:00,20.0,86400.0,,Functional,Welding,2021-01-16,C46,Procedures:  UnClear,,CLOSED,Container
104,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Accept,21A04763X,187200,8881112083,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,119.7,22407840.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
105,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,Mixed - Production Lines,110,0301009,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,1.1,121.00000000000001,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
106,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,Mixed - Silo,152380,0301009,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,1.1,167618.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
107,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,Mixed - Surge,2247,0301009,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,1.1,2471.7000000000003,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
108,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,21A04763X,4800,8881112083,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,119.7,574560.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
109,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,20M18463X,246000,8881112985,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,122.2,30061200.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
110,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,20M12563X,108480,8881512878,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,102.1,11075808.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
111,NC-IL081-28653,2021-01-20 00:00:00,V-28 Incorrect resin mix,Reject,2101104,46740,RM093,,,Quality,Yes,Yes,2021-02-25 18:31:30.450000,2021-02-25 00:00:00,0.1,4674.0,Not Found,Not Found,Not Found,2021-01-20,RSN,Procedures:  UnClear,Procedures:  UnClear,CLOSED,
112,NC-IL081-28949,2021-01-28 00:00:00,SFF-P-V-Alpha Numeric 4,Accept,21A16063X,2800,4501820,,,Quality,Yes,Yes,2021-02-01 22:12:53.107000,2021-02-01 00:00:00,0.1,280.0,Type 3: Print is smeared to the point of being illegible,,,2021-01-29,S7N,Worn area on pad,There was a worn spot on the pad which was causing print to smear.,CLOSED,Syringe
113,NC-IL081-29007,2021-02-01 00:00:00,SFF-SA-V-MIXED PRODUCT 2,Accept,21A15363X,19200,8881112599,,,Quality,Yes,Yes,2021-03-11 19:13:00.680000,2021-03-11 00:00:00,58.4,1121280.0,Not Found,Not Found,Not Found,2021-02-01,S1R,Process Not Robust,Line 1 RAM was reviewed for potential causes. This RAM consists of two sets of spraymation heads within an enclosed space. The additional spraymation heads compared to the other RAMS creates additional buildup within the system. The process for silicone application was reviewed and found to not be optimized for residual buildup. The residual buildup will decrease the sensitivity of the sensors if not cleaned.,CLOSED,Syringe
114,NC-IL081-29044,2021-02-02 00:00:00,Approved Documents Incorrect,Accept,21A22763,3440,8525Y,,,Quality,Yes,Yes,2021-03-18 13:33:19.580000,2021-03-18 00:00:00,28.9,99416.0,,Not Specified,Process,2021-02-02,C42,Human Error,The database for the specified processes lists multiple options and the clerk did not catch the error.,CLOSED,Container
115,NC-IL081-29184,2021-02-05 00:00:00,SFF-M-V-Deformation 1,Accept,20M08163X,44000,6492743,,,Quality,Yes,Yes,2021-07-09 21:47:34.993000,2021-07-09 00:00:00,0.1,4400.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2021-02-05,S1B,Tooling/ fixture damaged,The most probable root cause was not getting enough cooling to the mold cavity due to a blocked bubbler.,CLOSED,Syringe
116,NC-IL081-29184,2021-02-05 00:00:00,SFF-M-V-Deformation 1,Accept,21A22963X,52000,6492743,,,Quality,Yes,Yes,2021-07-09 21:47:34.993000,2021-07-09 00:00:00,0.1,5200.0,The ring stop has been pulled from the inside dimension of the barrel possibly rendering the barrel unusable,,,2021-02-05,S1B,Tooling/ fixture damaged,The most probable root cause was not getting enough cooling to the mold cavity due to a blocked bubbler.,CLOSED,Syringe
117,NC-IL081-29207,2021-02-06 00:00:00,Packaging - Incorrect Count,Accept,20L14763,760,8950SA,,,Quality,Yes,Yes,2021-02-10 22:16:45.987000,2021-02-10 00:00:00,56.8,43168.0,,Not Specified,Assembly,2021-02-06,C83,Human Error,Human Error,CLOSED,Container
